app_id,user_name,date,rating,review_text,dev_response_title,dev_response_date,dev_response_text
to.glued.Mute,sdavey97,NA,5,A wake up call. This app has revealed how much I was underestimating my daily phone use. When I started using the app I was on my phone 4hrs+ per day and unnecessarily checking my phone every 10 minutes!! The app feature lets me see where I'm most likely to waste time on my phone and be mindful about my usage. I now get great enjoyment trying to reduce my daily score and meet my goals for the day. Since using the app I am down to 30mins to 1 hour of phone time. Thanks Mute!!,NA,NA,NA
to.glued.Mute,miss hattston,NA,5,"Very useful!. Great app, very good to keep track of you and your kids’ screen times. Extremely useful, recommended!",NA,NA,NA
to.glued.Mute,Gdiddy1010,NA,3,Good but can be better. Please allow certain apps to be excluded from screen time. I use Google maps as my GPS whilst driving and that time gets recorded as usage when it was just passive. It would be good to be able to switch off monitoring for that app or other maps apps.,NA,NA,NA
to.glued.Mute,ABFan123,NA,5,Really helpful app for ppl addicted to the phone. I knew I used my phone a lot but didn’t really realised how much. It helps the addiction since I know it’s tracking me so I pick up the phone a lot less. My work productively has risen by around 20%.,NA,NA,NA
to.glued.Mute,ZacN12321,NA,5,"Love it - widget?. So I really love the app, great concept, works. BUT, I sometimes want to check the times when my phone is locked. I know there is a widget, but it just shows all black. Just a black box where the widget should be! I don't know! Apart from that, amazing app.",NA,NA,NA
to.glued.Mute,CA7886,NA,5,Fab!. Fab! Now to get the other half to buy in to it.,NA,NA,NA
to.glued.Mute,Juls-bcn,NA,5,"Great great great!. Love this app, so useful to stay on top of your screen time",NA,NA,NA
to.glued.Mute,Twm7,NA,5,"A great way to manage my screen time!. I really like Mute, it’s beautifully designed, easy to use and gives me really interesting insights as to how I’m using my phone!",NA,NA,NA
to.glued.Mute,MalcolmEL,NA,5,Helps me a lot. I find it difficult to keep track of how long I spend looking at my phone and have to consciously think about paying more attention to what’s going on around me. This now does the thinking for me...,NA,NA,NA
to.glued.Mute,Foxy Dude,NA,5,"Top of the Pack. Just a seriously good app, most helpful to see how much time you spend with phone in hand !!!!",NA,NA,NA
to.glued.Mute,Llzz80,NA,4,"Neat, helpful and eye-opening. Mute is really useful to see where all your time goes. It’s easy to use and I like the friendly but firm tone of the messages.I have also used Moment and find Mute feels nicer.I think it’s helping me reduce my time on my phone - I’m certainly more aware of it.I would love to be able to see a visual of how my usage is changing over time, as well as the snapshot for each day.",NA,NA,NA
to.glued.Mute,isobelmac,NA,5,"Possibly the most important app on your phone. Mute is the app that can save us from our phones! It cleverly uses the same dopamine hits we get from our phones pinging (Pavlov and his dogs would have LOVED smartphone notifications) to reward us for NOT using them. But it never nags (unless you ask it to) so it’s a reward-based system - a carrot rather than a stick. Highly recommended if you want to be liberated from your smartphone, an exceptional app. Hell, this is the first review I’ve ever felt compelled to write! Get it! Save yourselves!!!",NA,NA,NA
to.glued.Mute,GF7💫,NA,5,"Love it!. Mute is such an amazing app, it is so useful and it’s remarkably effective. Mute is here to show you that there is more to life than your screen and helps limit the time you are on it. It sends you these funny little reminders to tell you how you are doing such as: Well done! You’re smashing it today. Only 25 minutes on the phone! I highly recommend this app if you would like to spend life doing fun, productive and challenging things and get away from the pressures of social media and screens - mute is the app for you.",NA,NA,NA
to.glued.Mute,Lauren1238912,NA,5,Great. Makes you realise how much you use your phone,NA,NA,NA
to.glued.Mute,Monkeybites!,NA,5,Really useful app. The shock of realizing exactly how much time I spend looking at my phone has propelled me into phone detox. Production time has increased accordingly!,NA,NA,NA
to.glued.Mute,Spyke Hitman,NA,5,Simple habit forming. A great practice to get in to. Good daily time and frequency alerts and targets.,NA,NA,NA
to.glued.Mute,jononono,NA,5,Great app that’s kicking my app habits. This is beginning to work. Less instinctive twitching to tap the screen for no good reason,NA,NA,NA
to.glued.Mute,cenkturkinan,NA,5,Works like magic. Very effective. Best detox solution.,NA,NA,NA
to.glued.Mute,Cdude67,NA,5,Fantastic. Love this app. Really been helping get me off my phone. Easy to set up - scary when you see how long you spend looking at a tiny screen. Already cutting down. 👍👍👍,NA,NA,NA
to.glued.Mute,olismith1,NA,4,Helpful. I love this app. It really helped with my phone habits but unfortunately it was a bit annoying when it gave me tons of messages. But overall brilliant 👍👍👍,NA,NA,NA
to.glued.Mute,BelleAppReview,NA,5,"Amazing App! :). It’s an amazing app, it will nag you off your phone if your using it too much (but politely)!",NA,NA,NA
to.glued.Mute,Mattwezzlechop,NA,5,Game changing. My productivity is up and my wasted time is down. Ashamed I used to log nearly halfAn hour phone time over breakfast!,NA,NA,NA
to.glued.Mute,Oakhillct,NA,2,"Underwhelmed. Thought this app could help me manage my phone better but I found it rather unsophisticated. I thought it might decipher harmless phone activity (sat nav, reading news, playing music) from the rather more addictive stuff (social media, games, etc). In the end it has just been a little irritating and I am deleting it!",NA,NA,NA
to.glued.Mute,Brookles77,NA,2,"Great concept but a battery killer. Enjoyed it. It works, but even with less than an hour on my phone (which it told me) my battery didn’t make the day",NA,NA,NA
to.glued.Mute,Mart n Pegs,NA,5,This is needed!. Loving this app I’ve started engaging with movies properly again and read two books in three days.,NA,NA,NA
to.glued.Mute,Lacwn,NA,2,"Too indiscriminate. It counts the time I use my iPad for streaming from Qobuz or BBC iPlayer Radio as screen time. I tend to be busy doing things at the same time. It can’t separate out wasted time surfing etc., which would be useful. Also, I don’t see why “location data” needs to be always on. Have deleted it.",NA,NA,NA
to.glued.Mute,DrBrown_,NA,5,Great concept. I was interested if a little worried to see what my phone usage would be! Like the app let’s see if it helps me modify my behaviour!,NA,NA,NA
to.glued.Mute,LSAWILSON,NA,3,"Location services. I love the idea of this app, it is really useful and makes you break the automatic habit of picking the phone up for no reason.Is there a way to turn off the way that the app tracks your location throughout the day? I find this aspect really un useful and actually pretty intrusive. Are the locations/usage shared with anyone other than the user? Thanks",NA,NA,NA
to.glued.Mute,ben wyneham,NA,5,Finally! An app you actually need!. A genuinely useful app to get you off your phone. So needed over here! All achieved in a clean and intuitive way excellent!,NA,NA,NA
to.glued.Mute,sderomedis,NA,5,Incredibly useful app. This is a little handy app that will help you track your mobile usage and make you more aware about the time you waste on a daily basis on your phone. Highly recommended! Amazing!,NA,NA,NA
to.glued.Mute,PJ v2.1,NA,1,"Location always on. Liked the idea of this, but it doesn’t let you use it unless location data is always on!",NA,NA,NA
to.glued.Mute,Bellathefella,NA,5,Mute. A very interesting concept which has made me think of my phone usage and gives me a challenge,NA,NA,NA
to.glued.Mute,)(.,NA,4,Good app. Like the idea works quite well but often glitches,NA,NA,NA
to.glued.Mute,Beerdos,NA,5,Mute my addiction. This app will help curb my tech addiction without being annoying or intrusive. 5 Star!,NA,NA,NA
to.glued.Mute,Jr145660,NA,5,"Great app 👍. I really like this app, it's has useful info displayed in a clear design. Love the notifications with the emoji 😳. Really nice touch and a useful reminder to put my phone down!",NA,NA,NA
to.glued.Mute,TheNoonie,NA,5,"Does what it says on tin. Seems very accurate, interface is easy to use",NA,NA,NA
to.glued.Mute,pdkn,NA,5,More Aware of phone 📱usage 📉. This app is great at making me more aware of my phone usage which I’m trying to actively cut down on. Great app 👍,NA,NA,NA
to.glued.Mute,Tudor J,NA,5,Makes me think!. I have taken for granted my phone usage and it has crept up each year so it now does have an impact on my family life and life in general. Been using Mute a little while now and it has made me consider and change my behaviour a little. An approach of constant chipping away in a non obtrusive style seems perfect for modifying my behaviour without being annoying. Thanks Mute,NA,NA,NA
vn.wehelp.SelfControlLite,slsllskdek,NA,1,Rubbish. Didn’t even work,NA,NA,NA
vn.wehelp.SelfControlLite,1dasher7,NA,1,Awful. Don't download or buy the real version waste of money and confusing,NA,NA,NA
VTT.Just-Write,Nkersov,NA,4,"Almost there. This is a nice app, which needs just a small improvement to become great. 1) The extra characters keyboard must be editable, and 2) Dropbox sync needs improving.Nic",NA,NA,NA
VTT.Just-Write,nickster333,NA,5,"Really Impressed. A fine, understated, and enjoyable environment to work in. I recommend this for writers everywhere who just want an elegant and interruption-free tool to get their stuff done.",NA,NA,NA
VTT.Just-Write,Me30003,NA,1,"Rubbish. Don't bother getting this. As soon as you've wrote something saved it and closed the app and you try to go back on and open the work you saved, it doesn't even let you. What a waste of my time!",NA,NA,NA
